ParkName,BeginTempCelsius,BeginPrecip,Year,DeerNum,VegType,GPSDate,GPSTime,Long,Lat,Month
Pea Ridge National Military Park,10.4,No rain,2005,2,Grassland/Prairie,3/10/2005,20:38:40,-94.03224212,36.44079512,03
Pea Ridge National Military Park,10.4,No rain,2005,1,Upland Forest,3/10/2005,20:41:58,-94.03757333,36.4402986,03
Pea Ridge National Military Park,10.4,No rain,2005,2,Grassland/Prairie,3/10/2005,20:50:21,-94.05193656,36.44592428,03
Pea Ridge National Military Park,10.4,No rain,2005,3,Upland Forest,3/10/2005,21:14:15,-94.02172289,36.45368436,03
Pea Ridge National Military Park,10.4,No rain,2005,2,Grassland/Prairie,3/10/2005,21:24:03,-94.02658162,36.44512754,03
Pea Ridge National Military Park,10.4,No rain,2005,9,Grassland/Prairie,3/10/2005,21:25:40,-94.02677347,36.44465495,03
Pea Ridge National Military Park,9.3,No rain,2005,6,Grassland/Prairie,3/10/2005,21:34:16,-94.03227874,36.44078073,03
Pea Ridge National Military Park,9.3,No rain,2005,1,Upland Forest,3/10/2005,21:38:03,-94.03768938,36.44029643,03
Pea Ridge National Military Park,9.3,No rain,2005,2,Grassland/Prairie,3/10/2005,21:45:45,-94.0520484,36.4456113,03
Pea Ridge National Military Park,9.3,No rain,2005,1,Grassland/Prairie,3/10/2005,21:51:45,-94.05051273,36.45357237,03
Pea Ridge National Military Park,9.3,No rain,2005,2,Grassland/Prairie,3/10/2005,21:52:59,-94.05004088,36.45398718,03
Pea Ridge National Military Park,9.3,No rain,2005,4,Upland Forest,3/10/2005,22:12:05,-94.02153774,36.45370746,03
Pea Ridge National Military Park,9.3,No rain,2005,2,Grassland/Prairie,3/10/2005,22:18:34,-94.0255392,36.44727443,03
Pea Ridge National Military Park,9.3,No rain,2005,3,Mowed Lawn,3/10/2005,22:21:39,-94.02714021,36.44373453,03
Pea Ridge National Military Park,9.9,No rain,2005,5,Upland Forest,3/11/2005,10:42:07,-94.04496015,36.44019122,03
Pea Ridge National Military Park,9.9,No rain,2005,2,Upland Forest,3/11/2005,11:04:23,-94.02207128,36.45829851,03
Pea Ridge National Military Park,9.9,No rain,2005,5,Upland Forest,3/11/2005,11:09:21,-94.01709613,36.45342208,03
Pea Ridge National Military Park,21.3,No rain,2005,2,Grassland/Prairie,3/12/2005,20:14:01,-94.02648051,36.44538288,03
Pea Ridge National Military Park,21.3,No rain,2005,8,Mowed Lawn,3/12/2005,20:15:47,-94.02716358,36.44370274,03
Pea Ridge National Military Park,18,No rain,2005,3,Upland Forest,3/12/2005,20:21:10,-94.02875217,36.44275353,03
Pea Ridge National Military Park,11.6,No rain,2005,4,Upland Forest,3/10/2005,11:05:32,-94.03631503,36.46363687,03
Pea Ridge National Military Park,11.8,No rain,2005,3,Upland Forest,3/10/2005,11:41:39,-94.04897809,36.44183223,03
Pea Ridge National Military Park,11.8,No rain,2005,2,Upland Forest,3/10/2005,11:48:31,-94.05147545,36.45140598,03
Pea Ridge National Military Park,11.8,No rain,2005,4,Upland Forest,3/10/2005,11:58:36,-94.03641492,36.46365302,03
Pea Ridge National Military Park,11.8,No rain,2005,4,Upland Forest,3/10/2005,12:12:36,-94.02134908,36.44975799,03
Pea Ridge National Military Park,13.2,No rain,2005,4,Upland Forest,3/10/2005,12:37:23,-94.04778394,36.440291620000004,03
Pea Ridge National Military Park,13.2,No rain,2005,4,Upland Forest,3/10/2005,12:40:09,-94.04850042,36.44149698,03
Pea Ridge National Military Park,13.2,No rain,2005,1,Upland Forest,3/10/2005,12:50:28,-94.04623269,36.4555731,03
Pea Ridge National Military Park,13.2,No rain,2005,1,Upland Forest,3/10/2005,12:54:50,-94.04438763,36.45594987,03
Pea Ridge National Military Park,13.2,No rain,2005,4,Upland Forest,3/10/2005,13:01:17,-94.03692237,36.4636243,03
Pea Ridge National Military Park,13.2,No rain,2005,2,Upland Forest,3/10/2005,13:07:36,-94.02578472,36.46093817,03
Pea Ridge National Military Park,13.2,No rain,2005,1,Upland Forest,3/10/2005,13:17:44,-94.01862891,36.45132346,03
Pea Ridge National Military Park,13.2,No rain,2005,3,Upland Forest,3/10/2005,13:20:24,-94.01991495,36.45060756,03
Pea Ridge National Military Park,10,No rain,2005,3,Grassland/Prairie,3/10/2005,19:19:31,-94.02750174,36.44350103,03
Pea Ridge National Military Park,10,No rain,2005,2,Upland Forest,3/10/2005,19:22:11,-94.02798909,36.44321785,03
Pea Ridge National Military Park,10.7,No rain,2005,4,Upland Forest,3/11/2005,11:34:52,-94.04526638,36.44015512,03
Pea Ridge National Military Park,10.7,No rain,2005,2,Upland Forest,3/11/2005,11:49:03,-94.04101278,36.46091494,03
Pea Ridge National Military Park,10.7,No rain,2005,5,Upland Forest,3/11/2005,12:02:51,-94.01709903,36.45342739,03
Pea Ridge National Military Park,12.3,No rain,2005,1,Upland Forest,3/11/2005,12:48:53,-94.04071726,36.46128324,03
Pea Ridge National Military Park,12.3,No rain,2005,1,Upland Forest,3/11/2005,12:51:25,-94.04058055,36.46145061,03
Pea Ridge National Military Park,12.3,No rain,2005,5,Upland Forest,3/11/2005,13:04:07,-94.01709216,36.4534196,03
Pea Ridge National Military Park,12.3,No rain,2005,4,Upland Forest,3/11/2005,13:07:04,-94.01987933,36.45060857,03
Pea Ridge National Military Park,11.5,No rain,2005,2,Upland Forest,3/11/2005,19:21:28,-94.03046252,36.44174502,03
Pea Ridge National Military Park,11.5,No rain,2005,10,Grassland/Prairie,3/11/2005,19:23:27,-94.03189249,36.44092969,03
Pea Ridge National Military Park,11.5,No rain,2005,2,Grassland/Prairie,3/11/2005,19:34:51,-94.05233822,36.44442677,03
Pea Ridge National Military Park,11.5,No rain,2005,3,Grassland/Prairie,3/11/2005,19:38:22,-94.05225975,36.44508821,03
Pea Ridge National Military Park,11.5,No rain,2005,3,Grassland/Prairie,3/11/2005,19:40:37,-94.05182992,36.44640031,03
Pea Ridge National Military Park,11.5,No rain,2005,9,Grassland/Prairie,3/11/2005,19:48:16,-94.05055873,36.45352494,03
Pea Ridge National Military Park,11.5,No rain,2005,2,Upland Forest,3/11/2005,20:11:15,-94.01988804,36.45059586,03
Pea Ridge National Military Park,11.5,No rain,2005,2,Upland Forest,3/11/2005,20:12:31,-94.02017511,36.45042457,03
Pea Ridge National Military Park,11.5,No rain,2005,4,Upland Forest,3/11/2005,20:18:43,-94.02664945,36.44495766,03
Pea Ridge National Military Park,11.5,No rain,2005,3,Grassland/Prairie,3/11/2005,20:20:13,-94.0267477,36.44471957,03
Pea Ridge National Military Park,11.5,No rain,2005,6,Grassland/Prairie,3/11/2005,20:22:05,-94.02685251,36.44445538,03
Pea Ridge National Military Park,12.1,No rain,2005,4,Grassland/Prairie,3/11/2005,20:28:16,-94.03176622,36.44099414,03
Pea Ridge National Military Park,12.1,No rain,2005,2,Grassland/Prairie,3/11/2005,20:38:38,-94.05234378,36.44454763,03
Pea Ridge National Military Park,12.1,No rain,2005,6,Grassland/Prairie,3/11/2005,20:39:41,-94.05229661,36.44496522,03
Pea Ridge National Military Park,12.1,No rain,2005,3,Grassland/Prairie,3/11/2005,20:41:53,-94.05183681,36.44630647,03
Pea Ridge National Military Park,12.1,No rain,2005,10,Grassland/Prairie,3/11/2005,20:46:16,-94.05054285,36.45354552,03
Pea Ridge National Military Park,12.1,No rain,2005,1,Upland Forest,3/11/2005,20:53:29,-94.04543682,36.45945092,03
Pea Ridge National Military Park,12.1,No rain,2005,2,Upland Forest,3/11/2005,21:11:13,-94.02019961,36.45043016,03
Pea Ridge National Military Park,12.1,No rain,2005,1,Upland Forest,3/11/2005,21:12:12,-94.02013123,36.45047352,03
Pea Ridge National Military Park,12.1,No rain,2005,3,Upland Forest,3/11/2005,21:16:39,-94.02669449,36.44484853,03
Pea Ridge National Military Park,12.1,No rain,2005,9,Grassland/Prairie,3/11/2005,21:18:06,-94.02680527,36.44457981,03
Pea Ridge National Military Park,11.4,No rain,2005,3,Grassland/Prairie,3/11/2005,21:24:56,-94.03174257,36.4410061,03
Pea Ridge National Military Park,11.4,No rain,2005,3,Grassland/Prairie,3/11/2005,21:34:42,-94.0523362,36.44447182,03
Pea Ridge National Military Park,11.4,No rain,2005,5,Grassland/Prairie,3/11/2005,21:35:44,-94.05231858,36.44490966,03
Pea Ridge National Military Park,11.4,No rain,2005,3,Grassland/Prairie,3/11/2005,21:37:14,-94.0518311,36.44632723,03
Pea Ridge National Military Park,11.4,No rain,2005,11,Grassland/Prairie,3/11/2005,21:41:21,-94.05057753,36.45349684,03
Pea Ridge National Military Park,11.4,No rain,2005,1,Upland Forest,3/11/2005,22:07:10,-94.02077541,36.45008957,03
Pea Ridge National Military Park,11.4,No rain,2005,3,Mowed Lawn,3/11/2005,22:12:23,-94.02715353,36.44369638,03
Pea Ridge National Military Park,20,No rain,2005,1,Upland Forest,3/12/2005,10:29:48,-94.03010953,36.44195232,03
Pea Ridge National Military Park,20,No rain,2005,3,Upland Forest,3/12/2005,10:45:11,-94.04649619,36.4554972,03
Pea Ridge National Military Park,29.7,No rain,2005,3,Upland Forest,3/12/2005,11:59:54,-94.01817281,36.4515841,03
Pea Ridge National Military Park,26.6,No rain,2005,4,Upland Forest,3/12/2005,12:41:53,-94.04456967,36.45590009,03
Pea Ridge National Military Park,26.6,No rain,2005,3,Upland Forest,3/12/2005,12:49:49,-94.03260792,36.46390619,03
